APPLICATION_SUBMISSION_TYPE,POSTAL_ADDRESS_TYPE,GENDER,MARITAL_STATUS,RESIDENTIAL_PHONE,RESIDENCE_TYPE,EMAIL,PROFESSIONAL_PHONE,PROFESSION_CODE,OCCUPATION_TYPE,PRODUCT,QUANT_ADDITIONAL_CARDS,QUANT_DEPENDANTS,MONTHS_IN_RESIDENCE,PERSONAL_MONTHLY_INCOME,OTHER_INCOMES,QUANT_BANKING_ACCOUNTS,PERSONAL_ASSETS_VALUE,QUANT_CARS,MONTHS_IN_THE_JOB,AGE,TARGET_LABEL
0,1,F,2,Y,1,0,Y,9,2,2,0,1,6,800,0,1,40000,1,0,44,1
Web,1,M,2,Y,1,1,N,,,1,0,0,1,493,0,0,0,0,0,33,0
Web,1,M,2,Y,2,1,N,2,4,2,0,2,10,1000,0,0,0,0,0,36,0
0,1,F,2,Y,1,0,N,0,2,1,0,0,18,942,0,1,0,1,0,44,1
Web,1,M,2,Y,1,1,N,9,2,1,0,0,25,750,0,0,0,0,0,53,0
0,1,F,1,Y,1,0,N,9,4,1,0,0,24,350,0,1,0,1,0,31,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,26,350,0,0,0,0,0,61,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,20,650,0,0,0,0,0,42,0
0,1,M,1,Y,5,0,N,9,5,1,0,1,5,1050,0,1,15000,1,0,28,0
Web,1,F,5,Y,1,1,N,,,7,0,2,1,400,0,0,0,0,0,33,0
Web,1,M,1,N,1,1,Y,,,1,0,0,11,700,0,0,0,0,0,31,0
0,1,M,2,Y,1,1,N,9,2,2,0,1,1,386,0,1,0,1,0,42,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,40,304,0,1,0,1,0,72,0
0,1,F,4,Y,1,1,N,16,,1,0,0,30,350,300,0,0,0,0,72,0
Web,1,F,2,Y,1,1,Y,9,2,1,0,0,24,350,200,0,0,0,0,53,0
Web,1,F,1,Y,5,1,N,9,5,2,0,0,12,400,0,0,0,0,0,28,0
Web,1,F,2,Y,1,1,N,,,1,0,0,7,431,0,0,0,0,0,51,0
0,1,F,5,N,1,1,N,0,0,1,0,0,8,900,350,1,40000,1,0,57,0
Web,1,M,2,Y,2,1,N,9,2,1,0,0,2,1500,0,0,0,0,0,52,0
0,1,F,2,Y,1,0,N,9,1,1,0,0,10,1543,0,1,0,1,0,54,0
Web,1,F,1,Y,1,1,Y,9,5,1,0,1,5,483,0,0,0,0,0,22,0
Web,1,M,2,N,5,1,N,,2,1,0,1,7,329,0,0,0,0,0,23,1
0,1,F,4,Y,1,1,N,11,1,1,0,3,0,378,0,1,0,1,0,62,0
0,1,F,1,Y,2,1,N,9,1,1,0,0,2,350,0,0,0,0,0,60,0
0,1,F,2,Y,1,1,Y,11,5,7,0,0,0,448,0,1,0,1,0,45,0
0,1,F,2,Y,1,0,N,9,2,1,0,0,0,840,0,1,0,1,0,62,0
0,1,F,2,Y,1,1,N,9,2,2,0,0,0,1200,0,1,0,1,0,51,0
Web,1,F,2,Y,1,1,N,9,4,1,0,1,25,350,0,0,0,0,0,54,0
Web,1,F,2,Y,1,1,N,11,1,1,0,1,1,381,0,0,0,0,0,60,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,8,880,0,1,0,1,0,31,0
Web,1,F,2,Y,1,1,N,,4,1,0,0,10,350,0,0,0,0,0,30,0
0,1,M,2,Y,1,0,Y,9,2,1,0,3,9,928,0,1,0,1,0,41,1
Web,1,F,7,Y,1,1,N,2,,1,0,3,25,400,0,0,0,0,0,36,0
0,1,F,2,N,1,0,N,9,2,2,0,3,4,525,0,1,0,1,0,35,0
0,1,F,2,Y,1,1,N,,,1,0,0,10,1258,0,1,0,0,0,36,0
Web,1,F,1,Y,1,1,N,9,5,2,0,0,3,380,0,0,0,0,0,19,0
Web,1,M,2,N,1,1,Y,9,5,1,0,0,3,420,0,0,0,0,0,29,0
Web,1,F,6,Y,1,1,N,11,,1,0,0,10,1600,0,0,0,0,0,39,0
0,1,F,7,Y,1,1,N,,,7,0,0,20,840,0,0,0,0,0,47,0
0,1,F,2,N,1,0,N,9,5,1,0,0,9,1480,0,1,0,1,0,51,1
Web,1,M,1,Y,2,1,N,9,2,1,0,0,1,1259,0,0,0,0,0,24,0
Web,1,F,1,Y,1,1,N,,,2,0,1,1,1000,0,0,0,0,0,36,0
Web,1,F,6,Y,2,1,N,9,5,1,0,0,1,1149.12,0,0,0,0,0,42,0
0,1,F,2,N,1,1,N,9,4,1,0,2,13,319,0,1,0,0,0,53,0
Web,1,M,2,Y,1,1,N,11,,1,0,0,15,518,0,0,0,0,0,50,0
Web,1,M,2,N,1,1,N,,,1,0,0,10,350,0,0,0,0,0,47,1
Web,1,F,1,Y,5,1,Y,9,2,1,0,2,15,448,0,0,0,0,0,27,0
Web,1,F,2,Y,1,1,N,9,5,1,0,3,17,622,0,0,0,0,0,34,1
Web,1,M,2,N,1,1,N,,,1,0,3,10,450,0,0,0,0,0,59,0
Web,1,M,2,Y,1,1,N,9,5,1,0,0,31,380,0,0,0,0,0,68,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,8,500,0,0,0,0,0,28,0
Web,1,F,2,N,1,1,N,9,1,7,0,0,0,350,0,0,0,0,0,64,0
Web,1,M,2,Y,1,1,N,9,5,1,0,1,7,400,0,0,0,0,0,28,0
Web,1,F,1,Y,1,1,N,10,1,1,0,0,10,550,0,0,0,0,0,57,0
Web,1,M,1,Y,1,1,N,9,4,1,0,0,6,380,0,0,0,0,0,44,0
Web,1,M,2,Y,2,1,N,9,2,1,0,3,6,419,0,0,0,0,0,47,0
Web,1,M,2,N,1,1,N,9,5,1,0,3,5,429.23,0,0,0,0,0,41,0
Web,2,F,2,N,1,1,Y,9,5,1,0,0,12,700,0,0,0,0,0,34,0
Web,1,F,6,N,1,1,Y,9,2,1,0,2,20,429,0,0,300000,0,0,45,0
Web,1,F,1,Y,1,1,N,9,4,1,0,0,30,600,0,0,0,0,0,34,1
0,1,M,0,Y,1,1,Y,9,2,1,0,2,0,1047,0,1,0,1,0,38,0
Web,1,M,2,Y,2,1,Y,9,2,1,0,0,2,798,0,0,0,1,0,46,0
0,1,F,4,Y,1,1,Y,9,5,1,0,1,10,600,0,0,0,0,0,33,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,1,450,0,0,0,0,0,18,0
Web,1,F,4,Y,1,1,N,9,5,2,0,0,10,344,0,0,0,0,0,30,0
Web,1,F,1,Y,1,1,N,9,1,1,0,0,12,292,0,0,0,0,0,55,0
0,1,M,2,Y,1,1,N,9,2,1,0,2,10,418,0,1,0,0,0,40,0
0,1,F,2,Y,1,1,N,9,,1,0,0,10,500,0,0,0,0,0,50,0
Web,1,M,1,Y,1,1,N,2,5,1,0,0,10,300,0,0,0,0,0,50,0
Web,1,M,2,Y,1,1,N,,4,1,0,0,30,200,0,0,0,0,0,46,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,5,400,0,0,0,0,0,29,1
Web,1,M,1,Y,1,1,N,,,7,0,2,2,380,0,0,0,0,0,27,1
Paper,1,F,1,Y,1,1,Y,9,2,1,0,1,1,1287,0,1,0,0,0,51,0
Web,1,M,2,Y,1,1,N,9,4,1,0,0,15,750,600,0,0,0,0,41,1
Web,1,M,5,Y,2,1,N,,,1,0,0,2,1200,0,0,0,0,0,49,0
0,1,F,2,Y,1,1,N,9,4,1,0,0,18,650,0,0,0,1,0,47,0
Web,1,F,1,Y,2,1,N,2,4,1,0,3,2,200,0,0,0,0,0,36,0
Paper,1,F,4,Y,1,1,N,9,1,1,0,1,1,1312,0,0,0,0,0,67,0
0,1,F,2,N,1,0,N,2,4,1,0,0,25,400,0,1,0,1,0,51,0
Web,1,F,5,Y,1,1,N,9,2,1,0,0,9,425,0,0,0,0,0,38,0
0,1,F,4,Y,1,1,N,11,1,1,0,1,1,350,0,0,0,0,0,50,0
Web,1,F,2,Y,1,1,N,9,4,1,0,0,5,1300,0,0,0,0,0,35,0
Web,1,M,6,Y,5,1,N,,,1,0,0,20,380,0,0,0,0,0,20,0
Web,1,M,3,Y,1,1,N,9,2,1,0,0,9,539,0,0,0,0,0,46,0
Paper,1,M,1,N,2,1,N,9,2,1,0,1,10,412,0,0,0,0,0,23,1
0,1,F,1,Y,1,1,Y,11,2,1,0,0,0,200,0,1,0,1,0,39,0
0,1,M,1,Y,1,0,N,0,0,2,0,0,1,350,0,1,0,1,0,67,0
0,1,F,1,Y,1,1,N,2,0,1,0,0,3,350,0,1,20000,1,0,45,0
0,1,M,2,Y,5,1,Y,11,2,1,0,2,0,800,0,1,0,1,0,53,0
Web,1,F,2,Y,1,1,N,9,2,1,0,2,9,831,0,0,0,0,0,30,0
Web,1,M,6,Y,1,1,N,,,1,0,0,9,700,0,0,0,0,0,38,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,5,440,1500,0,0,1,0,33,0
0,1,M,2,Y,1,1,N,10,2,1,0,3,8,962,0,1,0,1,0,36,0
Web,1,M,2,Y,1,1,N,9,2,1,0,1,4,875,350,0,22000,1,0,38,0
Web,1,F,2,Y,1,1,N,9,2,1,0,1,5,350,0,0,0,0,0,27,0
0,1,M,2,N,1,0,Y,9,4,1,0,0,5,2500,0,1,0,1,0,46,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,526,0,0,30000,0,0,30,0
Web,1,F,1,Y,1,1,N,2,4,1,0,3,10,600,0,0,15000,0,0,52,0
0,1,F,2,Y,1,1,N,,,1,0,0,10,440,0,1,0,0,0,48,1
0,1,M,4,Y,1,0,N,9,1,1,0,0,0,991,0,1,50000,1,0,80,0
0,1,F,2,Y,1,1,N,,,1,0,0,2,350,0,0,0,0,0,37,0
Web,1,M,4,Y,1,1,N,9,5,1,0,0,60,381,0,0,0,0,0,66,0
Web,1,M,1,Y,1,1,N,,5,2,0,0,6,1137,0,0,0,0,0,43,0
Web,1,M,2,Y,2,1,N,,1,1,0,0,1,381,0,0,0,0,0,27,0
0,1,F,2,Y,1,1,N,7,2,1,0,0,11,1429,0,0,0,0,0,29,0
Web,1,F,4,Y,1,1,N,9,1,1,0,0,5,544,0,0,0,0,0,48,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,19,327.96,256.89,0,0,0,0,30,0
Web,1,F,2,N,1,1,Y,9,2,1,0,0,48,2107,0,1,15000,0,0,57,0
Web,1,M,1,Y,1,1,N,9,2,1,0,1,20,480,0,0,0,0,0,21,1
Web,1,F,2,Y,1,1,N,11,1,1,0,0,5,304.39,0,0,0,0,0,66,0
0,1,F,4,N,2,0,N,9,1,2,0,0,5,344,0,1,0,1,0,60,0
Web,1,F,1,Y,1,1,N,,,1,0,0,5,270,0,0,0,0,0,36,1
Web,1,M,2,Y,,1,N,9,2,2,0,1,10,850,0,0,0,0,0,42,0
Paper,1,M,2,N,2,1,Y,11,2,1,0,2,10,723,0,0,0,0,0,44,1
Web,1,F,7,Y,1,1,N,,,1,0,0,30,800,0,0,0,0,0,53,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,10,436,0,0,0,0,0,49,0
Web,1,M,2,Y,1,1,N,9,2,1,0,0,15,375,0,0,0,0,0,30,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,1,350,0,0,0,0,0,26,0
0,1,F,1,Y,1,0,N,2,4,1,0,0,1,350,0,1,0,1,0,44,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,2,340,0,0,0,0,0,46,0
Web,1,M,2,Y,1,1,N,9,1,1,0,0,31,1526.5,0,0,0,0,0,61,0
0,1,F,4,Y,1,0,N,9,5,1,0,0,40,350,0,1,0,1,0,54,0
0,1,F,2,Y,1,0,N,9,4,1,0,0,8,1000,0,1,0,1,0,30,0
0,1,F,1,Y,1,0,N,9,1,1,0,0,15,350,0,1,0,1,0,75,0
Web,1,F,4,N,1,1,N,,,1,0,0,10,1000,0,0,0,0,0,54,0
0,1,M,2,Y,1,0,Y,9,2,1,0,5,10,539,0,1,0,1,0,48,0
Web,1,M,6,Y,1,1,Y,9,2,1,0,0,10,1857.99,0,0,0,0,0,35,0
0,1,F,1,Y,1,1,N,9,2,7,0,0,9,1216,0,1,0,1,0,52,1
0,1,F,5,Y,2,1,N,9,1,2,0,0,2,350,0,1,0,1,0,70,0
0,1,M,1,Y,1,1,Y,,,1,0,0,10,501,0,1,0,0,0,51,0
Web,1,M,1,Y,1,1,N,9,1,1,0,2,2,819,0,0,0,0,0,40,0
0,1,M,2,Y,2,0,Y,9,5,1,0,7,0,738,0,1,0,1,0,44,1
Web,1,F,2,Y,2,1,Y,9,2,1,0,0,0,260,0,0,0,0,0,26,0
Web,1,M,6,Y,4,1,Y,9,2,2,0,0,1,570,0,0,0,0,0,23,0
0,1,M,2,Y,1,0,Y,9,5,1,0,1,8,1800,0,1,0,1,0,28,0
0,1,M,2,Y,1,1,N,9,1,2,0,3,5,860,0,1,0,1,0,69,0
Web,1,M,2,Y,1,1,N,9,1,1,0,0,20,381.44,0,0,0,0,0,63,0
0,1,F,2,N,1,1,N,9,2,1,0,1,10,405,0,1,0,0,0,48,1
Web,1,M,2,Y,,1,N,,,1,0,2,10,361,0,0,0,0,0,28,0
Paper,1,F,1,Y,1,1,Y,9,2,2,0,1,1,845,0,0,0,0,0,37,0
Web,1,F,2,Y,1,1,N,2,4,1,0,0,37,300,0,0,0,0,0,49,0
0,1,M,1,Y,5,1,N,9,0,1,0,0,2,1595,0,1,0,1,0,38,0
0,1,M,6,Y,5,0,N,0,2,1,0,2,10,400,0,1,0,1,0,38,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,2,9,500.01,0,0,0,0,0,29,0
0,1,M,2,Y,1,0,N,9,1,1,0,1,48,350,0,1,0,1,0,72,0
Web,1,M,2,N,1,1,N,,,7,0,0,11,1500,0,0,0,0,0,52,1
Web,1,F,2,Y,1,1,N,9,4,1,0,4,8,550,0,0,0,0,0,33,1
Web,1,F,5,Y,1,1,N,9,2,1,0,0,20,1000,0,0,0,0,0,51,0
Web,1,F,2,Y,1,1,N,9,2,1,0,0,9,350,0,0,0,0,0,36,0
Web,1,F,5,Y,1,1,N,9,4,1,0,0,30,800,0,0,0,0,0,39,1
Web,1,F,1,Y,1,1,N,,,1,0,0,5,500,0,0,0,0,0,41,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,7,484.24,0,0,0,0,0,27,0
0,1,M,2,Y,1,1,N,9,1,1,0,0,10,1170,0,1,0,1,0,44,0
Web,1,F,2,Y,2,1,N,9,4,1,0,0,10,350,0,0,0,0,0,23,1
Web,1,F,1,Y,1,1,Y,9,2,1,0,2,10,561,0,0,0,0,0,25,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,10,986,0,1,0,1,0,34,0
Web,1,F,6,Y,1,1,Y,9,2,1,0,0,20,1000,0,0,0,0,0,50,0
0,1,F,2,Y,1,0,N,9,4,1,0,2,20,800,0,1,0,1,0,50,1
0,1,F,2,Y,1,1,N,9,4,1,0,0,15,300,0,1,0,1,0,37,0
Web,1,M,2,Y,1,1,N,,,1,0,0,15,500,0,0,0,0,0,49,0
Web,1,F,2,Y,1,1,N,,4,1,0,0,0,500,0,0,0,0,0,48,0
Web,1,M,2,Y,1,1,N,12,2,2,0,1,2,1228.36,0,0,0,0,0,46,0
Web,1,F,2,Y,2,1,N,4,5,1,0,0,3,420,0,0,0,0,0,54,0
0,1,F,2,Y,1,1,N,0,0,1,0,0,0,500,0,1,0,1,0,33,0
0,1,F,2,N,1,1,Y,9,2,1,0,0,33,402,0,1,0,0,0,46,0
Web,1,F,1,Y,1,1,N,2,5,1,0,0,1,593,0,0,0,0,0,60,0
0,1,M,2,N,0,0,N,0,0,1,0,0,0,1350,0,1,0,1,0,56,0
0,1,F,2,Y,1,0,N,9,4,1,0,0,3,900,0,1,0,1,0,36,0
Paper,1,M,1,Y,1,1,N,11,2,1,0,0,1,520,0,0,0,0,0,31,1
Web,1,F,2,Y,1,1,N,9,1,1,0,0,10,306,0,0,0,0,0,59,0
0,1,F,2,Y,1,1,Y,9,2,1,0,2,0,1570,0,1,0,1,0,42,0
Web,1,M,2,Y,2,1,N,,,1,0,2,8,800,0,0,0,0,0,45,1
0,1,M,2,Y,1,1,Y,9,2,1,0,3,1,467,0,1,0,1,0,47,0
Web,1,F,1,Y,2,1,Y,9,2,1,0,0,1,380,0,0,0,0,0,50,0
0,1,F,4,Y,1,0,N,0,1,1,0,0,25,700,500,1,0,1,0,40,0
0,1,F,1,Y,1,1,N,11,4,7,0,0,0,500,0,1,0,1,0,44,1
0,1,F,2,Y,1,0,N,9,5,1,0,0,4,1888,0,1,0,1,0,64,0
Web,1,M,2,Y,1,1,N,,1,1,0,0,21,596,0,0,0,0,0,57,0
Paper,1,F,1,Y,1,1,N,11,4,1,0,0,1,300,0,0,0,0,0,30,0
0,1,F,2,N,0,1,Y,11,5,1,0,0,0,590,0,1,0,1,0,49,0
0,1,M,6,N,1,0,Y,9,2,2,0,0,1,1513,0,1,0,1,0,36,1
Web,1,F,2,Y,1,1,N,9,5,7,0,0,35,800,0,0,0,0,0,35,0
0,1,F,2,Y,1,0,N,9,4,1,0,4,14,350,0,1,0,1,0,47,0
0,1,M,2,N,3,1,N,2,1,1,0,0,0,646,250,0,0,1,0,61,1
Web,1,F,5,Y,1,1,N,2,4,1,0,1,20,250,0,0,0,0,0,38,0
Web,1,M,2,N,1,1,N,9,1,1,0,0,5,1612,0,0,0,0,0,48,0
0,1,M,2,N,1,1,N,,,1,0,0,10,900,0,1,0,0,0,41,0
0,1,F,1,Y,1,0,Y,9,2,1,0,0,5,350,0,1,0,1,0,30,0
Web,1,M,1,Y,1,1,N,13,2,2,0,0,3,660,0,0,0,0,0,31,0
0,1,F,2,Y,1,1,N,9,4,1,0,0,0,350,0,1,0,1,0,41,0
Web,1,M,2,Y,1,1,N,,1,1,0,0,1,1445,0,0,0,0,0,66,0
0,1,M,2,Y,1,1,N,9,1,1,0,0,1,494,0,0,0,0,0,61,0
0,1,F,2,Y,1,0,Y,9,0,2,0,2,3,872,0,1,0,1,0,38,1
Web,1,F,2,Y,1,1,N,,4,2,0,3,9,373,0,0,0,0,0,34,0
Web,1,F,4,Y,,1,Y,11,,2,0,0,10,380,0,0,0,0,0,55,0
0,1,M,1,N,1,1,N,0,1,1,0,0,0,350,0,1,0,1,0,74,1
0,1,M,6,Y,1,1,N,9,2,2,0,2,0,366,0,1,0,1,0,27,0
Web,1,M,1,Y,1,1,Y,,,1,0,0,10,415,0,0,0,0,0,34,0
0,1,F,2,Y,1,0,N,2,4,1,0,0,14,700,0,1,0,1,0,40,0
0,1,F,4,Y,1,1,N,9,5,1,0,2,8,379,0,1,0,1,0,32,0
0,1,M,2,Y,4,0,Y,9,2,1,0,3,10,3473,0,1,0,1,0,39,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,5,5,943,0,0,0,0,0,46,1
Web,2,F,5,Y,2,1,Y,9,,1,0,2,25,2500,0,0,0,0,0,56,0
Web,1,M,2,Y,2,1,N,12,1,1,0,3,0,879,0,0,0,0,0,43,1
0,1,M,6,Y,1,0,Y,9,2,1,0,1,5,478,0,1,0,1,0,37,0
Web,1,M,2,Y,1,1,N,9,4,1,0,1,10,450,0,0,0,0,0,37,0
0,1,N,2,Y,1,0,N,9,1,1,0,0,10,437,0,1,0,1,0,55,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,9,1400,0,0,0,0,0,28,0
Web,1,F,2,Y,1,1,N,9,1,1,0,0,1,350,0,0,0,0,0,23,0
Web,1,M,1,Y,,1,N,,,1,0,0,10,490,0,0,0,0,0,20,0
Web,1,F,2,Y,1,1,Y,9,2,2,0,0,1,639.41,0,0,0,0,0,31,0
0,1,F,2,Y,1,0,Y,9,2,1,0,0,8,402,0,1,0,1,0,32,0
Paper,1,F,1,Y,1,1,Y,9,2,2,0,0,1,350,0,0,0,0,0,34,0
Web,1,M,2,Y,1,1,N,9,5,1,0,0,10,700,0,0,0,0,0,34,0
0,1,M,2,Y,1,0,Y,9,2,1,0,3,15,3251,0,1,0,1,0,41,0
Web,1,M,1,Y,5,1,Y,9,2,1,0,0,5,380,0,0,0,0,0,43,0
Web,1,F,2,Y,4,1,N,9,2,1,0,0,10,500,0,0,0,0,0,42,0
Web,1,F,4,Y,2,1,N,9,4,1,0,1,0,700,0,0,0,0,0,60,1
Web,1,M,2,Y,1,1,N,,,1,0,4,15,712,0,0,0,0,0,44,0
Web,1,F,2,Y,1,1,Y,2,4,1,0,0,10,642,0,0,0,0,0,57,0
Web,1,M,2,N,5,1,Y,9,2,1,0,0,7,472.11,0,0,0,0,0,49,0
0,1,F,2,Y,1,0,N,9,5,1,0,2,10,425,0,1,0,1,0,41,0
Web,1,F,2,Y,,1,N,,1,1,0,0,10,412,0,0,0,0,0,26,0
Web,1,M,6,Y,5,1,Y,9,2,1,0,1,4,400,0,0,0,0,0,29,1
0,1,F,1,Y,1,0,N,2,4,1,0,0,20,350,0,1,0,1,0,51,0
Web,1,F,3,Y,2,1,Y,4,2,2,0,2,0,4000,0,1,0,0,0,51,1
Web,1,M,2,Y,1,1,Y,9,2,1,0,2,28,1500,800,0,0,0,0,40,0
0,1,F,1,Y,1,1,N,0,0,2,0,5,0,350,0,1,0,1,0,21,0
0,1,F,1,Y,1,1,N,9,5,1,0,0,9,1257,0,1,0,1,0,33,0
Web,1,F,1,Y,1,1,Y,9,2,1,0,0,2,392.34,0,0,0,0,0,21,0
0,1,F,2,Y,1,0,N,2,4,1,0,0,35,500,0,1,0,1,0,57,0
Paper,1,F,1,Y,1,1,N,11,5,1,0,0,1,351,0,0,0,0,0,33,0
0,1,F,2,N,1,1,N,9,1,1,0,0,1,280,0,1,0,1,0,56,0
0,1,M,2,Y,1,0,N,0,0,1,0,0,6,350,0,1,0,1,0,39,0
0,1,M,1,Y,1,1,N,11,1,1,0,1,1,1200,0,0,0,0,0,47,1
Web,1,F,2,Y,1,1,N,9,1,1,0,0,32,659,0,0,0,0,0,67,0
0,1,M,2,N,1,0,N,9,4,1,0,2,3,600,0,1,0,1,0,24,0
0,1,M,1,Y,1,1,Y,7,2,1,0,0,10,2200,0,1,0,0,0,42,1
Web,1,F,2,Y,1,1,N,9,5,1,0,1,20,269,0,0,0,0,0,30,0
0,1,F,2,Y,1,1,Y,9,2,2,0,2,0,2390,0,0,0,1,0,51,0
0,1,F,4,Y,1,0,N,9,5,2,0,0,23,560,0,1,0,1,0,62,0
Web,1,F,4,Y,2,1,N,,,1,0,1,1,2044,0,0,0,0,0,45,1
0,1,M,2,Y,1,0,N,2,4,1,0,0,6,750,0,1,0,1,0,24,0
0,1,F,7,N,1,0,N,9,1,1,0,0,8,351,0,1,0,1,0,70,0
0,1,F,2,Y,1,0,N,0,4,1,0,0,9,400,0,1,0,1,0,52,0
Web,1,F,1,Y,1,1,N,2,,1,0,0,2,600,0,0,0,0,0,39,1
Web,1,F,2,Y,1,1,N,,4,1,0,0,10,350,0,0,0,0,0,30,0
Web,1,M,5,Y,1,1,N,9,4,1,0,0,10,2000,3000,0,0,0,0,47,1
0,1,M,2,N,1,1,N,9,1,1,0,0,20,350,0,1,0,1,0,55,0
0,1,F,1,N,1,0,N,9,1,1,0,0,30,350,0,1,0,1,0,76,1
0,1,F,4,Y,1,1,N,11,1,1,0,0,0,330,0,1,0,1,0,69,1
0,1,M,2,Y,2,0,Y,9,2,1,0,3,0,520,0,1,0,1,0,38,0
Web,1,M,1,Y,1,1,Y,9,2,1,0,0,4,786,0,0,0,0,0,23,1
Web,1,M,6,Y,2,1,N,2,4,1,0,0,10,800,0,0,0,0,0,47,0
Web,1,F,1,Y,1,1,N,,,1,0,0,5,4500,0,0,20000,0,0,46,0
Web,1,F,4,Y,1,1,Y,,,1,0,0,10,608,0,0,0,0,0,43,1
0,1,M,1,Y,1,1,N,9,4,1,0,0,16,1000,0,1,0,0,0,45,0
0,1,M,2,Y,1,0,N,9,1,1,0,0,26,1457,0,1,0,1,0,54,0
Web,1,F,1,Y,1,1,N,16,1,1,0,0,10,351.33,0,0,0,0,0,67,1
Paper,1,M,1,Y,1,1,Y,11,2,1,0,0,1,507,0,0,0,0,0,42,0
Web,1,M,1,Y,1,1,N,10,2,1,0,1,33,693.09,0,0,0,0,0,33,0
Web,1,F,6,Y,1,1,N,2,4,1,0,2,8,450,0,0,0,0,0,48,0
Web,1,F,1,Y,1,1,N,,,1,0,0,10,1340,0,0,0,0,0,24,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,1,9,372.3,0,0,0,0,0,28,1
Web,1,M,2,Y,2,1,Y,11,2,1,0,2,1,1192,0,1,0,0,0,40,0
Web,1,M,2,Y,1,1,N,9,5,2,0,1,5,416,0,0,0,0,0,55,1
0,1,F,1,Y,1,0,N,9,2,1,0,0,0,532,0,1,0,1,0,31,0
Web,1,M,1,Y,1,1,N,9,5,2,0,0,6,400,0,0,0,0,0,27,1
Web,1,M,2,N,1,1,N,9,2,1,0,0,37,350,0,0,10000,0,0,51,0
0,1,F,2,N,4,0,N,9,2,1,0,0,16,350,0,1,0,1,0,47,0
Web,1,M,6,N,4,1,Y,9,2,1,0,0,1,461,0,0,0,0,0,27,0
0,1,F,1,Y,1,0,N,9,2,1,0,2,10,392,0,1,0,1,0,44,0
Web,1,M,2,N,1,1,N,9,2,1,0,0,10,429,0,0,0,0,0,56,0
Paper,1,F,2,Y,1,1,N,11,5,1,0,2,1,360,0,0,0,0,0,38,0
Web,1,M,6,Y,5,1,N,,,1,0,1,0,380,0,0,0,0,0,21,0
0,1,F,2,Y,1,0,N,0,0,1,0,0,0,1500,0,1,0,1,0,48,0
Web,1,F,2,N,3,1,N,,,1,0,0,3,450,0,0,0,0,0,50,1
0,1,M,1,Y,1,0,Y,9,2,2,0,1,8,350,0,1,0,1,0,30,1
Paper,1,F,5,Y,1,1,N,11,1,1,0,0,1,1184,0,0,0,0,0,37,0
0,1,M,2,Y,1,0,Y,9,2,1,0,0,2,1502,0,1,0,1,0,24,0
Web,1,F,1,Y,1,1,N,9,5,1,0,0,5,450,0,0,0,0,0,45,1
Web,1,M,2,N,1,1,Y,9,2,1,0,1,15,454,0,0,0,0,0,44,0
Web,1,F,1,N,1,1,N,2,1,2,0,0,20,350,0,0,0,0,0,71,1
Web,1,F,1,N,1,1,Y,9,5,1,0,3,5,361,0,0,0,0,0,44,0
Web,1,F,1,Y,1,1,N,,,1,0,0,19,300,0,0,0,0,0,43,0
0,1,F,1,Y,1,1,N,9,5,2,0,0,11,300,0,1,0,1,0,53,0
Web,1,F,2,N,1,1,Y,7,2,1,0,0,10,1480,0,0,0,0,0,28,1
0,1,F,2,Y,1,0,N,0,0,1,0,0,20,610,0,1,0,1,0,48,0
0,1,M,2,Y,1,1,Y,9,5,1,0,2,14,570,0,1,0,1,0,38,0
Web,1,M,2,Y,1,1,Y,9,2,1,0,0,2,1000,0,0,0,0,0,18,1
Web,1,F,2,N,1,1,Y,9,2,1,0,1,5,582.83,0,0,0,0,0,24,1
0,1,M,2,Y,1,1,N,9,2,1,0,0,0,600,0,1,0,1,0,40,0
0,1,F,1,Y,2,0,N,16,2,2,0,0,8,350,0,1,0,1,0,30,0
0,1,F,5,Y,1,1,N,9,2,1,0,2,18,612,0,1,0,0,0,43,0
Web,1,M,2,Y,2,1,Y,9,5,1,0,2,4,1196.98,0,0,0,0,0,25,0
Web,1,F,4,N,1,1,N,,,1,0,0,10,554,0,0,0,0,0,58,0
0,1,M,2,Y,1,0,N,9,1,1,0,0,0,350,0,1,0,1,0,75,0
0,1,M,2,Y,,1,Y,9,2,2,0,2,1,200,0,1,0,0,0,21,0
Web,1,M,2,Y,2,1,N,6,1,1,0,0,1,276,0,0,0,0,0,62,0
